position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
11,UC7XS_6tw2MRtImBZpTDmAfg,Kico,OtTHNoq7zvQ,2025-12-05T15:08:56Z,"2025-12-05 15:08:56","VBT 2018 Qualis PART 1 (TAMO-FLAGE, T-JEY, BRUDER JAKOB, B-HIGH) | KICO REACTION","Start ins VBT 2018! @rappersin ! 00:00 Allgemeine Infos 02:11 Qualis ►Mehr Content auf Patreon: https://www.patreon.com/KicofQueens ►Gaming Kanal: https://www.youtube.com/channel/UClg4WDEuyM5Qvq7IOLH-CaQ ►Twitch: https://www.twitch.tv/kico ►Discord Joinen: https://discord.gg/9x58uYqFAZ KICO SOCIALS: ►Instagram: https://www.instagram.com/kicofqueens/ ►Tiktok: https://www.tiktok.com/@kicofqueens ►Spotify: http://spoti.fi/2n1BjrI ►KONTAKT / ANFRAGEN: kicostream@gmail.com ►Cut by Kico ►Thumbnail by https://www.twitch.tv/maceveezy","Kico,VBT,VBT 2018,VBT 2018 Qualis,Kico VBT 2018,Kico VBT 18,Kico Qualis,Kico 18 Qualis,Reaction,VBT Reaction,VBT 2018 Reaction,Kico reagiert,Battlerap,battle,Deutschrap,rappersin,vbt,Tamo Flage,Quali,Battle,Kico Reaction",24,Entertainment,"Hip_hop_music,Music",PT18M21S,1101,2d,hd,false,de-DE,de-DE,https://i.ytimg.com/vi/OtTHNoq7zvQ/maxresdefault.jpg,1,,,,3857,192,,0,36
12,UC7XS_6tw2MRtImBZpTDmAfg,Kico,AdVRG5EsM8A,2025-12-02T16:01:47Z,"2025-12-02 16:01:47","Ich zeige Luckylily meine beste VBT Rückrunde?! – Kico vs. Happy Beckmann (Splash 2013)","Ich habe mir zusammen mit Luckylily mein Battle gegen Happy Beckmann angeschaut. 00:00 Vorab Talk übers VBT 08:21 Beckmann HR Reaction 12:42 Beckmann Runde Feedback 17:17 Kico RR Reaction 27:58 Abschied ►Mehr Content auf Patreon: https://www.patreon.com/KicofQueens ►Gaming Kanal: https://www.youtube.com/channel/UClg4WDEuyM5Qvq7IOLH-CaQ ►Twitch: https://www.twitch.tv/kico ►Discord Joinen: https://discord.gg/9x58uYqFAZ KICO SOCIALS: ►Instagram: https://www.instagram.com/kicofqueens/ ►Tiktok: https://www.tiktok.com/@kicofqueens ►Spotify: http://spoti.fi/2n1BjrI ►KONTAKT / ANFRAGEN: kicostream@gmail.com ►Cut by Kico ►Thumbnail by https://www.twitch.tv/maceveezy","Kico,Happy Beckmann,Luckylily,Lucky Lily,Kico Lucky Lily,Happy Beckmann Lily,Happy Beckmann Kico,Happy Beckmann Kico Reaction,VBT,VBT Reaction,Luckylily Reaction,Kico Reaction,Battle,Battle Reaction,VBT Splash Reaction,Viertelfinale,Battlerap,Kico reagiert,Kico Beckmann,Lily Kico Beckmann,Kico Lily Beckmann,rappersin,VBT Splash 2013",24,Entertainment,"Hip_hop_music,Music",PT29M22S,1762,2d,hd,false,de-DE,de-DE,https://i.ytimg.com/vi/AdVRG5EsM8A/maxresdefault.jpg,1,,,,12882,427,,0,56
13,UC7XS_6tw2MRtImBZpTDmAfg,Kico,VbEmgnu48gQ,2025-12-01T17:50:31Z,"2025-12-01 17:50:31","KICO & LUCKYLILY im Talk | Weg zum Battlerap, Unterschiede Online und Live, erster Song uvm.","War ein schöner Talk mit Lily über ihren Weg in die Battlerapwelt! ►Mehr Content auf Patreon: https://www.patreon.com/KicofQueens ►Gaming Kanal: https://www.youtube.com/channel/UClg4WDEuyM5Qvq7IOLH-CaQ ►Twitch: https://www.twitch.tv/kico ►Discord Joinen: https://discord.gg/9x58uYqFAZ KICO SOCIALS: ►Instagram: https://www.instagram.com/kicofqueens/ ►Tiktok: https://www.tiktok.com/@kicofqueens ►Spotify: http://spoti.fi/2n1BjrI ►KONTAKT / ANFRAGEN: kicostream@gmail.com ►Cut by Kico ►Thumbnail by https://www.twitch.tv/maceveezy","Kico,Im Talk,Luckylily,Lucky Lily,Kico Lily,Kico Lucky Lily,Lucky Lily Kico,Battlerap,Battlerap Talk,Im Talk Kico,Online vs Live Battlerap,Talk,Podcast,VBT,DLTLLY,FOB,JBB",24,Entertainment,Music,PT53M42S,3222,2d,hd,false,de-DE,de-DE,https://i.ytimg.com/vi/VbEmgnu48gQ/maxresdefault.jpg,1,,,,2820,118,,0,15
14,UC7XS_6tw2MRtImBZpTDmAfg,Kico,fP3wZHbs2-o,2025-11-20T17:09:36Z,"2025-11-20 17:09:36","Ein letztes mal VBT? | INFO","Alles wichtige für die kommenden Wochen! ►Mehr Content auf Patreon: https://www.patreon.com/KicofQueens ►Gaming Kanal: https://www.youtube.com/channel/UClg4WDEuyM5Qvq7IOLH-CaQ ►Twitch: https://www.twitch.tv/kico ►Discord Joinen: https://discord.gg/9x58uYqFAZ KICO SOCIALS: ►Instagram: https://www.instagram.com/kicofqueens/ ►Tiktok: https://www.tiktok.com/@kicofqueens ►Spotify: http://spoti.fi/2n1BjrI ►KONTAKT / ANFRAGEN: kicostream@gmail.com ►Cut by Kico ►Thumbnail by https://www.twitch.tv/maceveezy","Kico,Kico Info,Info Update,Kico VBT,VBT,VBT 2010,Rappersin,Battlerap,Kico VBT info,Deutschrap,Stream,Info",24,Entertainment,,PT4M27S,267,2d,hd,false,de-DE,de-DE,https://i.ytimg.com/vi/fP3wZHbs2-o/maxresdefault.jpg,1,,,,5773,414,,0,156
15,UC7XS_6tw2MRtImBZpTDmAfg,Kico,Y_MQ1pucCBo,2025-11-16T16:21:04Z,"2025-11-16 16:21:04","SSYNIC vs. BEASTBOY | DLTLLY | KICO PREDICTION / REACTION","@DLTLLY zündet den Banger. @SSYNIC13 vs @TJ_bb ! Zum Original: https://youtu.be/mHV0ECZZEz8?si=uNpRwW8pfVB3HUbD 00:00 Trailer 05:09 Meine Prediction ►Mehr Content auf Patreon: https://www.patreon.com/KicofQueens ►Gaming Kanal: https://www.youtube.com/channel/UClg4WDEuyM5Qvq7IOLH-CaQ ►Twitch: https://www.twitch.tv/kico ►Discord Joinen: https://discord.gg/9x58uYqFAZ KICO SOCIALS: ►Instagram: https://www.instagram.com/kicofqueens/ ►Tiktok: https://www.tiktok.com/@kicofqueens ►Spotify: http://spoti.fi/2n1BjrI ►KONTAKT / ANFRAGEN: kicostream@gmail.com ►Cut by Kico ►Thumbnail by https://www.twitch.tv/maceveezy","Ssynic,Beastboy,Ssynic Beastboy,ssynic vs beastboy,Beastboy Ssynic,DLTLLY,Battle,Kico,Kico reagiert,Kico DLTLLY,Kico Ssynic beastboy,Kico Beastboy SSynic,Battlerap,Deutschrap,beef,jay jiggy,jay jiggy taddl,Beastboy Jay Jiggy,Kico Beastboy,Kico Taddl,DLTLLY Event,battles des Jahres,Reaktion,Reaction,Kico Reaction",24,Entertainment,"Entertainment,Hip_hop_music",PT17M40S,1060,2d,hd,false,de-DE,de-DE,https://i.ytimg.com/vi/Y_MQ1pucCBo/maxresdefault.jpg,1,,,,5668,198,,0,40
16,UC7XS_6tw2MRtImBZpTDmAfg,Kico,t_iuXIAFocY,2025-11-03T15:01:48Z,"2025-11-03 15:01:48","Welche Anime Intros werden dort live performt? (Datteltäter) | KICO REACTION","Absolute Nostalgie! Wunderschönes Video. Zum Original: https://youtu.be/cezGwtTh2eY?si=h-gs-4x8uZeMD87N ►Mehr Content auf Patreon: https://www.patreon.com/KicofQueens ►Gaming Kanal: https://www.youtube.com/channel/UClg4WDEuyM5Qvq7IOLH-CaQ ►Twitch: https://www.twitch.tv/kico ►Discord Joinen: https://discord.gg/9x58uYqFAZ KICO SOCIALS: ►Instagram: https://www.instagram.com/kicofqueens/ ►Tiktok: https://www.tiktok.com/@kicofqueens ►Spotify: http://spoti.fi/2n1BjrI ►KONTAKT / ANFRAGEN: kicostream@gmail.com ►Cut by Kico ►Thumbnail by https://www.twitch.tv/maceveezy","Datteltäter,SAG MIR,welches Anime-Intro ich gesungen habe?,Kico,Kico Datteltäter,Kico Anime,Kico Anime Intros,Kico Reaction,Datteltäter Reaction,Kico reagiert,Detektiv Conan,Pokemon,Dragonball,Quiz,Intros raten,Kico Intros,Anime Kico",24,Entertainment,"Entertainment,Film",PT38M37S,2317,2d,hd,false,de-DE,de-DE,https://i.ytimg.com/vi/t_iuXIAFocY/maxresdefault.jpg,1,,,,2772,141,,0,14
17,UC7XS_6tw2MRtImBZpTDmAfg,Kico,d7_v_Ok0jsg,2025-10-29T15:01:20Z,"2025-10-29 15:01:20","Der Aufstieg und Fall von HAFTBEFEHL | KICO REACTION","@destalkss der irische Boss is back mit einem Banger Video über Haftbefehl! Link zum Original: https://youtu.be/IQ4F55XAHZA?si=TFu0t4CO61JU6pKK ►Mehr Content auf Patreon: https://www.patreon.com/KicofQueens ►Gaming Kanal: https://www.youtube.com/channel/UClg4WDEuyM5Qvq7IOLH-CaQ ►Twitch: https://www.twitch.tv/kico ►Discord Joinen: https://discord.gg/9x58uYqFAZ KICO SOCIALS: ►Instagram: https://www.instagram.com/kicofqueens/ ►Tiktok: https://www.tiktok.com/@kicofqueens ►Spotify: http://spoti.fi/2n1BjrI ►KONTAKT / ANFRAGEN: kicostream@gmail.com ►Cut by @YüahPunkt ►Thumbnail by https://www.twitch.tv/maceveezy","Kico,Kico Reaction,Deutschrap,Reaction,Rap,Kico reagiert,Interview,Haftbefehl,haftbefehl doku,destalks,haft,babo,Aufstieg und Fall von haftbefehl,kico haftbefehl",24,Entertainment,"Entertainment,Hip_hop_music",PT40M19S,2419,2d,hd,false,de-DE,de-DE,https://i.ytimg.com/vi/d7_v_Ok0jsg/maxresdefault.jpg,1,,,,1912,68,,0,7
18,UC7XS_6tw2MRtImBZpTDmAfg,Kico,1qfJLGC7SzE,2025-10-28T14:00:05Z,"2025-10-28 14:00:05","Die schlechtesten Deutschrap-Lines - Vol. 37 | KICO REACTION","@BossXplosive packt wieder die Banger aus. Danke dafür! ►Mehr Content auf Patreon: https://www.patreon.com/KicofQueens ►Gaming Kanal: https://www.youtube.com/channel/UClg4WDEuyM5Qvq7IOLH-CaQ ►Twitch: https://www.twitch.tv/kico ►Discord Joinen: https://discord.gg/9x58uYqFAZ KICO SOCIALS: ►Instagram: https://www.instagram.com/kicofqueens/ ►Tiktok: https://www.tiktok.com/@kicofqueens ►Spotify: http://spoti.fi/2n1BjrI ►KONTAKT / ANFRAGEN: kicostream@gmail.com ►Cut by Kico ►Thumbnail by https://www.twitch.tv/maceveezy","Kico,Schlechte Lines,Die schlechtesten Deutschrap Lines,Bossxplosive,Kico reagiert,Deutschrap Lines 37,Kico Deutschrap Lines,Kico Lines,Kico Reaction,Bushido,Lines,Eko Fresh,kollegah,lustig,lachen,kico lines,bossxplosive Reaction,Jay Jiggy,2bough",24,Entertainment,"Hip_hop_music,Music",PT8M11S,491,2d,hd,false,de-DE,de-DE,https://i.ytimg.com/vi/1qfJLGC7SzE/maxresdefault.jpg,1,,,,3253,212,,0,17
19,UC7XS_6tw2MRtImBZpTDmAfg,Kico,1j3bqKMwWnk,2025-10-27T15:00:05Z,"2025-10-27 15:00:05","KICO & DUZOE schauen Battlerap ohne Kontext - 7 | REACTION","@lenarto.augusto ist zurück und es wird wieder absurd! @duzoe ist als mentale Stütze da! Link zum Original: https://youtu.be/Zxt7shK8XSg?si=Cv_KDj4ckCZm2XjN 00:00 Intro Talk über Breit MC 01:40 Video Start ►Mehr Content auf Patreon: https://www.patreon.com/KicofQueens ►Gaming Kanal: https://www.youtube.com/channel/UClg4WDEuyM5Qvq7IOLH-CaQ ►Twitch: https://www.twitch.tv/kico ►Discord Joinen: https://discord.gg/9x58uYqFAZ KICO SOCIALS: ►Instagram: https://www.instagram.com/kicofqueens/ ►Tiktok: https://www.tiktok.com/@kicofqueens ►Spotify: http://spoti.fi/2n1BjrI ►KONTAKT / ANFRAGEN: kicostream@gmail.com ►Cut by Kico ►Thumbnail by https://www.twitch.tv/maceveezy","Kico,Kico Duzoe,Duzoe,Kico reagiert,Battlerap,Duzoe Battlerap,Dltlly,FOB,Future of Battlerap,Battlerap ohne Kontext,lenarto augusto,Reaction,Reaktion,Battlerap Reaction,Duzoe Kico,deutschrap,best of,meme,rap am mittwoch",24,Entertainment,"Entertainment,Hip_hop_music",PT17M10S,1030,2d,hd,false,de-DE,de-DE,https://i.ytimg.com/vi/1j3bqKMwWnk/maxresdefault.jpg,1,,,,4562,247,,0,26
20,UC7XS_6tw2MRtImBZpTDmAfg,Kico,C5NuamfGSBs,2025-10-23T16:22:15Z,"2025-10-23 16:22:15","Die allerbesten Hooks im VBT 2011 - Part 1 | KICO REACTION","@YüahPunkt ist back und die Leute haben Angst. Zum Original: https://youtu.be/Ule9-jdyESE?si=nMyx-8Y-KLJNbfj_ ►Mehr Content auf Patreon: https://www.patreon.com/KicofQueens ►Gaming Kanal: https://www.youtube.com/channel/UClg4WDEuyM5Qvq7IOLH-CaQ ►Twitch: https://www.twitch.tv/kico ►Discord Joinen: https://discord.gg/9x58uYqFAZ KICO SOCIALS: ►Instagram: https://www.instagram.com/kicofqueens/ ►Tiktok: https://www.tiktok.com/@kicofqueens ►Spotify: http://spoti.fi/2n1BjrI ►KONTAKT / ANFRAGEN: kicostream@gmail.com ►Cut by Kico ►Thumbnail by https://www.twitch.tv/maceveezy","Kico,Hooks,Kico Reaction,Kico Yüah,Kico VBT,VBT 2011,VBT 2011 Hooks,Die allerbesten Hooks im VBT 2011,Kico VBT 2011,Kico VBT Reaction,Kico Hooks Reaction,Die allerbesten Hooks Kico,Deutschrap,Battlerap,rappersin,vbt,VBT Reaction,Kico reagiert,Battleboi Basti,Weekend",24,Entertainment,"Hip_hop_music,Music",PT38M25S,2305,2d,hd,false,de-DE,de-DE,https://i.ytimg.com/vi/C5NuamfGSBs/maxresdefault.jpg,1,,,,7220,270,,0,41
